#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
徹底,てってい,"Thoroughness, completeness",ujMABiCDf7gNe75G4tuH
気付く,きづく,"notice, recognize, become aware of",upHyatoPfyYDtUvgEnTP
お喋り,おしゃべり,"Chattering, talk",uqVmKEBHDHdPt9APECTz
ストレス,ストレス,Stress,uuIYWYTQ7dPQGaRVhNBA
残り,のこり,"Remaining, left-over",uuNNVFRY5BYmJagQMpKG
出身,しゅっしん,come from,uudBY3n03Wc2Ea6UFS0S
終える,おえる,finish,uuqmEWhpioCgBUHaTitf
飛び出す,とびだす,"Jump out, rush out, fly out",uv8SPdUdgnxYQTR7exDj
有能,ゆうのう,Capable or efficient,v0bA7QfovBKtpObxYCY7
量る,はかる,"Measure, weigh, survey",v13o9dl1Hyyf6w9s0uqZ
宿泊,しゅくはく,Lodging,v23Ms4xlyP6jne0IlZEQ
声明,せいめい,"Declaration, Statement, Proclamation",v2MMndkzHqmJ9rBH7Utd
どこか,どこか,"somewhere, anywhere",v5B6dEuRGUhHQC4S8eyP
資源,しげん,resources,v5YlI4YOzGB45bKL8H1i
進歩,しんぽ,"Progress, improvement",v6dSXerXdQJAtFvURbBl
実施,じっし,"enforcement, carry out, operation",v96rhYcKuBkM307eL8ET
眺める,ながめる,Gaze at,vBemDLLxXs14dorZo1NK
巣,す,Nest,vGkzp8PH3GGaMvL5vw6t
一方,いっぽう,"On the other hand, meanwhile",vHbSuPiw9wJHYamUodU7
利口,りこう,"clever, shrewd, bright",vIIEOelZkCpdoiY4KXcu
炊く,たく,cook rice,vKpgUMWb6L106YBqvPx0
来,らい～,Next,vMY653Pj0zijATcN0wEm
命じる,めいじる,"order, command, appoint",vObfO4Xv2ldCAHU7fZpu
罪,つみ,"Crime, fault, indiscretion",vPl6p7EjiLKe4P1pkPyY
人工,じんこう,"Artificial, man-made]",vSCZnrK1GezuWvyCWyqi
代る,かわる,"take the place of, relieve, be substituted for",vU9qIkcUIR6PHM4a1krC
ドレス,ドレス,Dress,vW6olAAni1DnkEmxq1Gn
裁く,さばく,Judge,vWcyWurDHHZ07QkEH37e
預ける,あずける,"entrust, deposit",vZd8gsaKEjB1lTAnQGkn
証明,しょうめい,"Proof, verification",vaytQDPt2SYIT19sAZyK
一言,ひとこと,A word,vhVqaATauT4rdYYOcUaG
インタビュー,インタビュー,Interview,viAkpScaazZIV419uxjU
正直,しょうじき,"Honesty, integrity, frankness",vlqBJbkY6QjCZi1LgiGf
自殺,じさつ,suicide,vpcFWgTMl7vkzDqUuQvM
成績,せいせき,"grade, academic record",vtPANdvfFTnZxogurywR
わがまま,わがまま,"selfishness, egoism, willfulness",vtswZLvF4gpcv516A2nD
支給,しきゅう,Payment / Allowance,vwpwrcwqyfAIR8kKMmIO
結局,けっきょく,"after all, eventually",w0O9ng5tTRKhngoYmXHu
ジェット機,ジェットき,Jet plane,w0gmRcAz9nEJS3aAWub7
動揺,どうよう,"Disturbance, flutter, shock",w10qxaIxEsxsLuQFhag9
美人,びじん,Beautiful person,w3rO4OGBLJ25qA23VOdp
身,み,body,w4LKe0ap01qEJaxRCgd0
抜ける,ぬける,"come out, fall out, be omitted",w4PeFGpH3IcHU4WsosOz
気温,きおん,Air temperature,w4sBnqfA9SXrHpBS3Hz1
金融,きんゆう,finance,w6WxdYekhzuXl5PdvFSU
中,ちゅう,"Inside, Middle, Among",w9YDpOOE1a5a64qMRAxv
外す,はずす,"Remove, unfasten",wAH2iZptF4TVjAkbhYOi
墓,はか,Grave,wCW5F503I4DLrSHlkzXG
便,びん,"Way, means; flight",wEc7IFXKiJptfsdwwOzT
治療,ちりょう,Treatment,wIaUj3o2LHdidZWXSTmW
暮れ,くれ,Year-end,wIvORV6Rz8ruUDGS10LC
結ぶ,むすぶ,"Tie, bind, link",wJLFl43POpYUaLGeFUaz
平ら,たいら,"Flat, level, smooth",wKA7VuDetgrSuSoVvvMN
負う,おう,"bear, owe",wMmovD3Zkd1iu09bFsp8
現金,げんきん,Cash,wNkaDNyYMgGH2ECOA1lE
学習,がくしゅう,"Study, learning",wRiVjbxfHjNVteiACUoM
不,ふ,"not, non-",wSJe3stU1pM3kwAdENuI
空,から,Sky,wUw4OlSwpkUcHoA1Dotz
お辞儀,おじぎ,Bow,wXTSOMkzw1Xn7IIfPHRW
決定,けってい,"Decision, Determination",wXc4XF42CQSzSHKlUc4H
撒く,まく,"Scatter, sprinkle, sow",wawpAWf1Odf4gMck0WFj
映える,はえる,Look attractive,wdtzYcebeG21SADVTzJg
真っ赤,まっか,"Deep red, flushed",wenOTcAvKlOP8QVxyvvf
券,けん,"Ticket, certificate",wh7hUvrcwsgtM3Cf527m
適する,てきする,"suit, fit",wiGMEZEGYOyJyXpYbuU4
先行,せんこう,"Preceding, going first",wjIRPnk550LllVMh1S6j
維持,いじ,"Maintenance, preservation",wmZd0cjiNycRHlMaWRUC
訓練,くんれん,"Training, practice",wn9sbdg6hi6AVgPTgw42
ピクニック,ピクニック,Picnic,wnl0YnP2GqF87zLVrdcM
経営,けいえい,"management, administration",wqREUdEmq1V3UFU0aa80
選手,せんしゅ,"Athlete, player",wr9kG8XGFlhGBFHTd9nu
学期,がっき,School term,wt1JoBTtBWhdC4mha8dD
織る,おる,weave,wt2AZJ2ps3s7lhC8kqQN
セット,セット,Set,wtlX2K7Lx4oV5Yq7FAEf
勘定,かんじょう,"Calculation, counting, consideration",wxsPayWOaNXTCDEDv0iK
猿,さる,monkey,wyUh7BHx2tkZmCzgPjhE
汗,あせ,sweat,wzxTuQmWf7QjiWw4QhLj
含める,ふくめる,Include,x30a265UmpDKu47cUKMa
刀,かたな,Sword,x3OISYBmNNNr78r3MVrC
地,ち,Earth,x3bLdxWloztjioQOjF9W
トレーニング,トレーニング,Training,x4zaPjuHrDSVvpfGavJi
活躍,かつやく,activity,x6774iWX4SM56R8Ff2EM
例,れい,"Example, instance, case",x7sUhFOsF6BO5lUYS7xJ
株,かぶ,Stock; Stump,x8wHrrl3qsA7g0UdJNfs
泥,どろ,Mud,xALPBXpJiNnJShxoQVPg
通じる,つうじる,"to lead to, to communicate",xBs3fRvHX6LIWCMNqPcB
レベル,レベル,Level,xE0PAUP21Rgv4FIWi921
がっかり,がっかり,"disappointed, dejected, lose heart",xFYG6y1XpcnQLxs5WNDs
通行,つうこう,"Passage, passing",xGv7vvWCAGCGfHnUVowB
切れる,きれる,"sharp, to cut well; to break",xKYaBwIOyYhL0pdhh7tx
追い付く,おいつく,catch up with,xMK4c8cP3KTcKJ11giof
夢中,むちゅう,"Obsessed, crazy about, hooked on",xNLlMxpjpqVVLfz2JZRC
幸い,さいわい,"Fortunately, luckily",xP1oprTVj3ET2USvTdvm
消費,しょうひ,"consumption, expenditure",xPC2bCznhK3qeZhSDEq6
ところで,ところで,By the way,xPKtJmyKh80Hd9eYBsmK
寄付,きふ,Donation,xRLBAKNodNm4rJl2I6OO
重ねる,かさねる,"Pile up, put something on another, heap up",xTkbnUXl9RBaRqIdDCYU
知事,ちじ,Governor,xZCfAVkqLRYrMbxWySUO
すっぱい,すっぱい,Sour,xZbgasOts9zUGE43Lgeu
中学,ちゅうがく,Junior high school,xasxocy3YVSS2LpRNjij
困難,こんなん,"difficulty, distress",xbYmoPu8tJgUu6U7J829
恋人,こいびと,"Lover, sweetheart, girlfriend",xc3Y1t3MVxhGJjkqkfwv
食料,しょくりょう,food,xc90v6QVNcJn76PsV5Dh
女史,じょし,Ms.mɪz,xctZB8yhAjLXgr5DlEWP
断つ,たつ,"Sever, cut off",xfjQBNpXxmegquJQZFTN
文,ぶん,Sentence,xlCIKNPaYaxcMG2i0Y2a
負け,まけ,"Defeat, loss",xp0jdz2xAdQql0Lh2Xvt
講演,こうえん,lecture,xqW3Pz9xJvdyueBR43j6
着ける,つける,"Put on, wear; draw up",xqkyXfW7i0mQOEWWiRGW
いつまでも,いつまでも,"forever, eternally",xtYll69jba9ZqFtRYlLv
安定,あんてい,"Stability, equilibrium",xu2RkcKP6z4kF5ohmJhp
癌,がん,Cancer,xvATXMdiiGo0pmVyF6AT
奇妙,きみょう,"Strange, queer, curious",y1jwV7BrZBv8mNyVRZoU
或,ある,A certain,y6n359RudGmY0FI8IJie
譲る,ゆずる,"Hand over, assign, turn over",y95U9kYTmBObExGboAbK
いたずら,いたずら,"prank, mischief",yAb2ba0Qi31EGUv6RIzf
虫歯,むしば,"Cavity, tooth decay",yBh14AHcB2Nqt0wSqkvJ
縁,へり,"Fate, connection, relationship",yByOU9FL0L5TbEVql1Rj
逆らう,さからう,"go against, oppose, disobey",yDwxP8haIx33W2gkwil6
掻く,かく,Scratch,yELJQJZj2SA1Rs6KNBih
約,やく,"approximately, about, some",yFc1kM6L8qEjPvYzSdio
指揮,しき,Command or Direction,yHyN8h5FeVbD98Jq41bv
綴じる,とじる,bind,yKVJos0IO5pBXv6c55Y0
訴える,うったえる,"complain, appeal, sue",yMGcH4ItWmSKgw6usGr3
苦,く,"Suffering, trouble, difficulty",yNNxXk3fBZhNPBMXzb1h
適切,てきせつ,"appropriate, adequate, relevance",yQ5VMB1CBs58uwBkUvVe
並,なみ,"Medium, ordinary",yQ9be8tWSTsyUcssTXsW
膜,まく,"membrane, film",yQuVb4TbnNs565iXegLS
今回,こんかい,This time,yR3MKKczV9JK2JR81gtA
助かる,たすかる,to be saved; to help,yROvcSMkZsNzd1OuuJJu
旗,はた,Flag,yVrHIrpjBw9EDcjRpVfu
発車,はっしゃ,Departure of a vehicle,ybwvuWYh2WtHaTJI8a1w
近頃,ちかごろ,"Lately, recently, nowadays",ygBZmZqOkt3fBBRhyPuy
餌,えさ,"Feed, bait",yi1WWK4aTn4X7jZ5S370
出会い,であい,"Meeting, rendezvous, encounter",yipWuArHvr3rE581sPmR
正午,しょうご,Noon,yjpDJwcyXGynLMmettlM
金銭,きんせん,"Money, cash",yln5i8Rn4dLM8R1AvGHj
暗記,あんき,"Memorization, learning by heart",ymO8MHjpVYwz2ff370e4
交際,こうさい,"Association, acquaintance",ynhdZbQVEsU3gYoa9Lfu
こんなに,こんなに,like this,ynktyPtFB58j50RFkVLS
優,ゆう,"Superiority, High grade",yo2TaIE3Ic7CvqLHF7tQ
ウイスキー,ウイスキー,Whiskey,yq7pxQEtvi3ofdjh4QDk
コーチ,コーチ,Coach,ysNCwdCPGt1S0mXmZmMQ
狩り,かり,Hunting,yswsbtzTGbv5hanGvpPH
ドラマ,ドラマ,Drama,ytGiRaFmUgn09v34RlV5
刈る,かる,"cut, mow, harvest",ytxb1xhr093I3deyYFEO
後,のち,"Afterwards, later, in the future, the rest, since then.",yu44wnnhs63a1cRf1Lyw
寄せる,よせる,"collect, gather, put aside",yuOKZpWXgd78GITxjLbt
運転,うんてん,Driving,yvEUUt6x55EKuw9kofyc
稼ぐ,かせぐ,"earn income, labor",yvYCj57RKIIIn5pUlNSh
金属,きんぞく,metal,yvcp9ToElijbNfLHB2OS
父親,ちちおや,Father,z22y7GpvmlZurItNXoOm
与える,あたえる,give,z2Sxg8gKDrEggRmYrzDI
握手,あくしゅ,Handshake,z3VcBGtHjDWI3nfRu7Kb
物理,ぶつり,physics,z5nDZKEGqouczx242hy6
著者,ちょしゃ,"author, writer",z7DEHhVuRlqZZvQ8aM5N
前もって,まえもって,"In advance, beforehand, previously",z7c0dKt69oeii5AltD6S
降伏,こうふく,"Capitulation, surrender, submission",z9QrSn3Yoervblas1ihZ
埋める,うずめる,"bury, fill up",zFBJmPYh7eO0eQpOY3l6
蕎麦,そば,Buckwheat noodles,zGIDeWbmUFYiLS0BPIWv
大会,たいかい,"Convention, tournament, mass meeting",zI6DdBHM7dbJswoH3KZb
雷,かみなり,Thunder,zIJXH5stgJtJrJzysRFr
ラベル,ラベル,Label,zL8pSPorBDapafYeYDUL
一層,いっそう,much more,zQRdGv0IBHLLMLvicTvX
作家,さっか,"author, writer, novelist",zRBH1X6xYEwjlOsvxbpC
左右,さゆう,left and right; influence,zST72B1AqIrEq5arGn3S
燃やす,もやす,Burn,zSX0Q5rP02T89bwiHCWO
今にも,いまにも,at any moment,zTQxKg9nSmL0ol69Wjtr
慣らす,ならす,accustom,zUXduYFkKO9mmtlBlB8k
釣,つり,Fishing,zaFsfpuqXoHerF9SV0u0
体重,たいじゅう,Body weight,zbgYNgWwj547VfoTzf2j
行き,いき,Going,zertp3wa2QV1kG4xFrcg
諮る,はかる,Consult with,zhFeDZadGSkyLwtvwvsj
働き,はたらき,"work, labor",zkjMULPNaOrJOpQ7DEwo
それと,それと,"And, also",zmE6iBtt6yMLx1RXRyBs
嗅ぐ,かぐ,"Sniff, smell",znVicW7xol8t4gAApo4E
帯,おび,"band, sash",zo3rP6H1eaDHlHD9fM57
借金,しゃっきん,"debt, loan",zuaQmFCYNno1HmTfkjaq
ルール,ルール,Rule,zufrjxCqfiftkhJOLC3I
