#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
交渉,こうしょう,negotiation,g5VBQlBYFgTQa1AnFXRY
あっさり,あっさり,"Easily, readily, quickly",g9l9j8Pz132EilvJPXC2
改修,かいしゅう,"Repair, improvement",gAwNWz6IU3EHuhFWDScB
有力,ゆうりょく,"Influential, prominent, potent",gHTxdgQcZ0dcWa0CUS5n
団扇,うちわ,Uchiwa fan,gIPfijB4enAlKYx71Ow5
標語,ひょうご,"Motto, slogan, catchword",gIcETBNXG293FaaJSbDE
繁盛,はんじょう,"Prosperity, flourishing, thriving",gLsxnYSOS3BXEWt44Aon
尽きる,つきる,run out of,gMnRUgw41QlGOnLPtOch
粋,すい,"Chic, style, purity",gNghnz9H9AqEba0c0SGl
介護,かいご,Nursing,gP8LoJJLaqJJsuPbUPHH
情け,なさけ,"Sympathy, compassion",gPoLjlXLfMS4ZSTYjOTn
"(花を〜) 生ける, 活ける",(はなを～) いける,Arrange (flowers),gSi14kM5JKboEzrIJwN6
脅迫,きょうはく,"threat, coercion",gUg7MWvIZc4AbkJCA3DT
無念,むねん,"Chagrin, regret",gWPA6orlYX1TiC8uRwCV
判決,はんけつ,"Judgement, sentence",gYPkUTXMwofNeukjFs4g
平方,へいほう,Square,gZIV6ITL4nlrakdg0NLP
そこら,そこら,"Around here, everywhere, somewhere",gaFM2iCfOB9tCRN4iVVn
運用,うんよう,"application, practical use",gbDUU5Ukkv5RzJLZFtau
レントゲン,レントゲン,X-ray,ge277Vp3S1LeqxXIDEeH
規模,きぼ,"scale, scope, plan, structure",gfLv50ICRtRLDHwYX4pJ
叩く,はたく,"Strike, Beat",gg72lcYCNU4oxCxDCE3f
フォーム,フォーム,"Form, Foam",gjLawmuEFxM2HvnrlyvU
愚痴,ぐち,"Grumble, complaint",gkiLug0PdEQboiMsSJfO
講習,こうしゅう,"Short course, training",gkyKVJyvakMMxY94tGfK
原爆,げんばく,atomic bomb,glABgnwWxYzYv67Xe6mo
緩む,ゆるむ,"loosen, slacken",gosPxNDivoSBIhUszoXy
音色,ねいろ,timbre,gq6x5asXNHu1vAAhRgtd
情緒,じょうちょ,"emotion, feeling",grIVK0DE6nmTVYKF4rFF
斡旋,あっせん,"mediation, kind offices",gt4wJnijMfhQ1N9XICS0
分業,ぶんぎょう,Division of labor,gtssaA1XfObzxmErCpvt
資産,しさん,Assets,guXBZJAJXCtSBHNF7ZGU
前途,ぜんと,"future prospects, outlook",gukVvC0X5FRzehsC8LF1
確定,かくてい,"Fixed, decision",gvh4nt5cZsANaDpvftuu
業者,ぎょうしゃ,"trader, merchant",gwoc1gTQEhtzxgmNS8AD
噛み切る,かみきる,Bite off,gze6Xbpmhtt4eXCFsWju
中程,なかほど,midway,h0RirXtIBlQ9U3EDs0kM
霰,あられ,hail,h2h6DWSRVGU5tMwNezfF
代弁,だいべん,speak for another,h3dihOHGUeuTCJ0M1R4t
チェンジ,チェンジ,Change,h4Jt53PukATTnNKCrFUa
汚れ,よごれ,"Dirt, filth",h6Ec1muKdECTL1QHSsP3
奉る,たてまつる,"Offer, present",h6FZtQhUHKO48jlnj4lC
びっしょり,びっしょり,drenched,h787nZTuXPN7Td6p6SZ6
コマーシャル,コマーシャル,Commercial,h7I7YJLshIpRvLh4DinH
衝撃,しょうげき,"Shock, crash, impact, ballistic",h8muHnV66lupo2KaaQLS
カット,カット,Cut,h9WAcF0eIF4g13aIj8Pl
気まぐれ,きまぐれ,"Whim, caprice, uneven temper",hC9aYGjSFgMIgNIXjkok
合致,がっち,"agreement, concurrence, conforming to",hCPsDmHQ8WjTpsQnoLDY
不明,ふめい,"Unknown, ambiguous",hDFNv5KFEMjuInDxM3Qg
お産,おさん,Childbirth,hDGnyRS9ar3Qkr6HUAEk
あべこべ,あべこべ,"contrary, opposite, inverse",hFeAtuF3fFWbvEjjF9wL
祝賀,しゅくが,"Celebration, Congratulations",hHPNn6NjIGxWmGyuZWpp
暴露,ばくろ,"Disclosure, exposure, revelation",hIrnQ2Q7LVjBzhFKSIIZ
茎,くき,Stalk,hJn6GHzyZPUMsrFxDHXs
専修,せんしゅう,Specialization,hLSGgBEWqCryBbX4Z4V8
告白,こくはく,"Confession, acknowledgment",hMqqp0LpxCHA6CWozrgr
旅券,りょけん,Passport,hOZrcxSpxWVYsPyQcalL
詐欺,さぎ,"fraud, swindle",hP7MJNaCIeomU1kpfzHJ
油絵,あぶらえ,oil painting,hQ86tLeTJi0UsqSu9B9t
アワー,アワー,Hour,hQjkpnFUtJZ1fsutQ35Y
重んずる,おもんずる,"Honor, respect, value",hSqN4h210SaGrs6VGB91
万人,ばんにん,"All people, everybody, 10,000 people",hU09HdnhwaQa66OXl2CG
物足りない,ものたりない,"Unsatisfied, unsatisfactory",hU14RQ9ifqNndxBXBvvp
口述,こうじゅつ,Oral statement,hU8V1uNdhCtaoEZotenH
受身,うけみ,passive voice,hV1m63vPie1q9EeVZylv
幹,みき,Trunk,hcW11ehta1Jex8B6Cl5y
壷,つぼ,"Jar, pot, vase",hcpDiQkPWDuhJOfltKyN
自ずから,おのずから,"Naturally, as a matter of course",hdMQnK7qFMM3UKuhBFeO
追及,ついきゅう,"Investigation, inquiry",hhjWTcykw0qwsq6QtYaH
個別,こべつ,individual case,hj0LJD6SO8mxgb6fkUx0
社宅,しゃたく,Company housing,hkQ8k8xYO6LiLViJoWux
甲,こう,First rank; shell,hnsYORAnIzBL38YJnDQy
運送,うんそう,"shipping, freight",ho8MuBvCZ0U1BS4JzTbl
侮辱,ぶじょく,"insult, contempt, slight",hobjcnMvEoCrLeTAosvU
演出,えんしゅつ,production,hpb2ARGFG3W50bdc1fTj
いたわる,いたわる,"sympathize with, console with, care for",hqgHji6PdCP8URgciNvm
増強,ぞうきょう,"Reinforcement, increase",hwhkXk9iR3FfvfFFp2GI
演ずる,えんずる,"perform, act",hy3XwGsHvcjLkxOFP5JK
やりとげる,やりとげる,accomplish,hz0bS124eY2sNz5d3BS0
所属,しょぞく,Affiliation,hzNb8EBeLxG1SZ80gCrw
良好,りょうこう,"favorable, satisfactory",hzSj9KdpFbgO3fw9T4nZ
込める,こめる,"Include, put into",i0IWi1ENC5FAiYBqnzfM
概説,がいせつ,"General statement, outline",i2NQsnJB7qPcwvfg9Jwc
目論見,もくろみ,"Plan, scheme, or intention.",i4TbEm5bgP39uhM2G3II
鳥居,とりい,Torii,i6nsGr7XbNjZbtPK2T3A
打ち込む,うちこむ,"devote oneself to, shoot into",i7ngoNVg4E1OkGDQqeF2
カクテル,カクテル,Cocktail,iA832V0Pumg3tPAQMDlb
受持ち,うけもち,"Charge, area of responsibility",iDo2TzxhBgfb15GTDM0n
報じる,ほうじる,Report,iEncxqMdIY8iQCfuqalE
アルカリ,アルカリ,alkali,iFdBwsLuSFqsjekuOvZz
養う,やしなう,"Rear, maintain, cultivate",iKgCx69s63JNiIWzDzSk
ストロボ,ストロボ,Strobe light,iLhytNjabAAPPemXYyeC
封,ふう,Seal,iP2idPgkecLTqHho5JTs
ジャズ,ジャズ,Jazz,iQWFH69sJJW7hDZdDS30
蜂蜜,はちみつ,Honey,iQzo6XyDENIL8nCVTECh
檻,おり,Cage,iR7keHr3um2Q4GQX9z9D
外貨,がいか,Foreign currency,iRkA2ME9Vg8fgHv2dy77
特産,とくさん,Specialty,iTKh7lPaAa13q2DKIW7O
補強,ほきょう,Reinforcement,icHJZK7b0PJtNyEVnskN
派遣,はけん,"Dispatch, Send",icHT44wSiqVQTyDbfIh6
スラックス,スラックス,Slacks,idcGtDvhLwCT3qui8yBR
細やか,こまやか,Meager or modest,iesdarhwrlinTmf0fAFO
がっちり,がっちり,"solidly built, tightly",igoXTGYR1gHx6WFAe8y8
売り出し,うりだし,Bargain sale,ijrFUdz9lYSGRnE9IZ9Z
待ち望む,まちのぞむ,look forward to,ilK0UtmyrsciRaC7YyDv
ブーム,ブーム,Boom,imwMPxa3ywXu5hDCqMeQ
高原,こうげん,Plateau,inuH7wsJ63C9na2c6w6m
混同,こんどう,"confusion, mixing, merger",ioUoeQkossIbY6ShN8LS
嗜好,しこう,"taste, liking, preference",ip3gDIYDbqH4e6TuyQdR
衣類,いるい,Clothing,itWoEohD7VZqwrDTbhe3
斜面,しゃめん,"Slope, slanting surface, bevel",iugTqhN1GEicmvoPhcHR
駆け足,かけあし,Double time,iw1M9Ktnl5bxJbe0gj0v
推理,すいり,"Reasoning, inference, mystery",ixsvMq6Qbh8lNgeoxlZN
～どころか,～どころか,"far from, let alone",iyKzpsDY3SIjf1wq6qzH
ビジネス,ビジネス,Business,izGaK1YdNd8BYIPlEMqm
補助,ほじょ,"Assistance, support, auxiliary",iztWN3x04XmxNoVBd7L3
挑む,いどむ,challenge,j1Kzky3epw4Nmuz2RadS
確立,かくりつ,Establishment,j1dFFC1OsNMsx6LGy2RT
治まる,おさまる,Calm down,j3day0BCB3S0misFs3VI
遥か,はるか,"Far, distant",j4rTm9PVvRsWiiMNVxAC
天災,てんさい,Natural disaster,j5ApBd1UQH8sRLjhr2lD
生育,せいいく,"Growth, development, breeding",j5tCPX2G14l9sk5QMrbR
効き目,ききめ,"Effect, virtue, efficacy",j6PLs41JwlHXrKfa9Oee
峰,みね,"Peak, Ridge",j6XscdMPeiCa38rhA0yd
敏感,びんかん,Sensitive,j6kIVW8VerHsFng3nVLd
協会,きょうかい,Association,j70X7ILYUMQ9C2WclwZ1
メディア,メディア,media,jBE0BCj1l1CjVEsdfUnv
総会,そうかい,General meeting,jBJiA3P5lrrY8K8hFvJg
原書,げんしょ,Original document,jCLEuFnSxuSPn7fUYIux
時差,じさ,Time difference,jCwkAtcYGI0lZ0avqYd8
パチンコ,パチンコ,Pachinko,jDJS2Wrz1u8qpIvvCyQH
原典,げんてん,Original text,jEC3Z1s9gCvBWghsonJ2
おおまかな,おおまかな,"Rough, approximate",jGVXy4EvincCuXm9MWAh
貨幣,かへい,Currency,jGuFx2cRcxlb7qxvtlEx
うんざり,うんざり,"fed up with, tedious, boring",jHU6XhPCwHEYfiSNylDg
恋愛,れんあい,"Love, romance",jMNqGbhdGZF70M1ncaYt
昇進,しょうしん,Promotion,jNKUmQtEtb9SGxuVjEX6
昼飯,ひるめし,Lunch,jOE1Xev8BmzyAXje8juP
削減,さくげん,reduction,jQDHRXkGsE4VhDQJ40tv
施す,ほどこす,"Conduct, perform, give",jRjqkLc5XFariMD11xVY
こだわる,こだわる,to be particular about,jSYzjBbTq3c8eNfBwUBa
タレント,タレント,Talent,jSatKOLFpXQ1vCc2DHeN
気障,きざ,"Affected, conceited, snobbish",jStLEHw0h4VcindECOvt
げっそり,げっそり,"emaciated, disheartened",jVXDLOqRRLfhPJXvSc4W
埋蔵,まいぞう,Buried property,jVXjd7wAGGDtXeO5wMHS
手本,てほん,"model, pattern",jW3xGCpNp3EAYNalZ0pa
飼育,しいく,"breeding, raising, rearing",jXdsDLsxSH7jpC3kGY8M
腸,ちょう,intestines,jXmwM2RhCmJb3vJUtFNQ
掻き回す,かきまわす,"stir up, churn, disturb",jaC4b5jJvKAhmOnvFeXO
警部,けいぶ,Police inspector,jd92Z2sYP0We6BhALj9s
生計,せいけい,Livelihood,jfimhjDd9OAHOkeYWrrq
タイピスト,タイピスト,typist,jhKAK5eHupe6OvaB5Y7k
煩わしい,わずらわしい,"burdensome, troublesome, complicated",jhXdk95W8J5ORoJcSv9R
芝,しば,Lawn,jiTLuSPJXpONIyzt3uW9
エアメール,エアメール,Air mail,jir09cweomxLWowx1jWo
田園,でんえん,"Countryside, rural districts",jjiuOTC91HgmEXrPEExe
生身,なまみ,"living flesh, flesh and blood",jmA78gx6SOf6Jk2qV8Rw
代用,だいよう,Substitution,jnYUHJqw8ZXXLzkJjQpJ
目録,もくろく,catalogue,jpZ3QtgwuADVN0oO57zs
ばい菌,ばいきん,germ,jt2ekfnJoNnfFgziALGZ
捧げる,ささげる,"Dedicate, offer, devote",jtAoOcR3GG7bf44uLsAo
頑固,がんこ,Stubborn obstinacy,jwBoTOXRt67bjWnCvOsw
添える,そえる,"add to, attach, accompany",jwLFpGIoF6t6PGhTAReJ
作用,さよう,"Effect, function, operation",jwgwj9H5fi8rvi6auoj2
さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),"Certainly, no doubt",jyQKGXBcGxLi6CoB38ou
用件,ようけん,Business matter,jzIkB292AUxummI9h31J
下地,したじ,"groundwork, foundation",jzOC2dnqOtuNYhLgegD5
不振,ふしん,"Slump, stagnation",jzqyp7spOM8F7sNLYfVx
サンタクロース,サンタクロース,Santa Claus,k0DsYjDoYPwxE9Aabxfd
自覚,じかく,Self-consciousness,k31wbpEURVNHNDVq301E
健在,けんざい,In good health,k3DhPiTE1pTU6N9FWTuy
脈,みゃく,pulse,k8CMjQ5vNM4wBqU7pIfm
持ち切り,もちきり,Talk of the town,k8pQdTuvFRn2arXEpiKm
修学,しゅうがく,Academic study,k9KFJN7IxaHzyifDc0qE
首飾り,くびかざり,Necklace,k9oK0B8xerzBfDxfrYk5
消去,しょうきょ,"Elimination, erasing",kD2HgqunKUYdJUfkJBqt
スペース,スペース,Space,kFDshvyo2VADuSDOWRyO
予て,かねて,"Previously, already, lately",kGAQgSwH4m3d6dHOVYIB
向上,こうじょう,"Improvement, progress, rise",kL0M4RclOdPUxwd9Q6XL
収支,しゅうし,Income and expenditure,kLjrmmNCPREBre4E6fsv
検事,けんじ,Public prosecutor,kMA3d8mX38EMekFKg2go
再現,さいげん,"reproduction, return, revival",kNFG0crZzlWSbzoFp8cp
碁盤,ごばん,Go board,kNbnpWumsyl0ETMn28Ye
コントロール,コントロール,Control,kRCe5gpRHA5hk9uCMd7M
打開,だかい,Breakthrough,kTxOQtskSFOMoRkGVEjP
見通し,みとおし,"Perspective, unobstructed view, prospect",kUchSBkStt1fybOxCknZ
降水,こうすい,precipitation,kUdmbhJ7qTErYr0zJZbj
無意味,むいみ,"Nonsense, meaningless",kUzpegSjsThLouZdzOa2
宣教,せんきょう,Mission,kVqX8lY2sfX1goCQ2OB5
勢力,せいりょく,"Influence, power, might, strength",kWSKa00DL2VNJNw5ZlOR
弛む,たるむ,"slacken, loosen, relax",kYKj1F8IWcI6IamxlGTB
対等,たいとう,equivalent,kc1TWnuhzof1KE9C1uM0
値引き,ねびき,Discount,kcozA4Y3X2Xf4PjXGwxV
～心,～しん,mind,kdi0t4GhnfjfTJ7u2RNh
引き起こす,ひきおこす,cause,khvEX4jCOL7nxE04yC1f
急かす,せかす,"Hurry up, urge on",kimRjn7CjLxtbQPRq000
もがく,もがく,"struggle, wriggle",kjWZixfoQ8vYdKbYUbSh
死刑,しけい,Death penalty,kkBP7BP2KktSh9HaPIHx
抗争,こうそう,"dispute, resistance",knNp30ZzVsT8Ariqh7gx
引取る,ひきとる,Take back; adopt; leave,koRX6r65bZi9yEJWMB20
弁護,べんご,"Defense, pleading, advocacy",krEHVcj5F7xJd2cyAKJz
耳鼻科,じびか,Otolaryngology,ksDiIHg8u2YECSCWBUop
無言,むごん,Silence,ksLLyJbnDFQmnLG6TRQi
差額,さがく,"Difference, balance, margin",ksfaLBj7ydZUKzgFV3iC
抑圧,よくあつ,"restraint, oppression, suppression",ktiCYVZnmt9U16V0ioGI
一挙に,いっきょに,At a stroke,kuocIT7RlX9Q7572vMbq
正当,せいとう,"just, due, proper",kwtnlQmq2L9JRtdUBF6N
未定,みてい,"Undecided, pending",kyaWaiYcgbI8D6u1y6hr
見苦しい,みぐるしい,"Unsightly, ugly",l0Opj9XBjUjDWgB5opyQ
不吉,ふきつ,"Ominous, sinister, ill omen",l2W9lslAbMoTwa0Mb1sj
傾ける,かたむける,"incline, tilt, bend",l3GEGXyGFM2pLCgjadc8
粘る,ねばる,"stick (to be sticky), persist",l6BUGhi9DgildhMgVDpH
廃棄,はいき,"Disposal, abandonment, discarding",l81OjoembzgUjpEEmjt0
強いて,しいて,Insist,l8NtscE0UEVxEjlRlDd6
護衛,ごえい,"Guard, convoy, escort",l9HpjUGTunelKnccwJBi
空間,くうかん,"space, room, airspace",l9yHykjJOs9ugDQy4BWZ
区画,くかく,"Division, section, area",lAP5ZqBHfeMbAEv1hDsq
かりに,かりに,"temporarily; if, for argument's sake",lDMUfCjTGkaqaq5UJmvA
名高い,なだかい,"famous, celebrated, wellknown",lDkpsVOk1Owr0YXVsXV9
補給,ほきゅう,"Supply, replenishment",lDwvXCt8nEuSYW9gFzRd
ばらまく,ばらまく,"scatter, disseminate",lH2x1pDljKV0Dyb2zZxo
星座,せいざ,Constellation,lJ6RjFe7Hr83MDBFbARR
優美,ゆうび,"Graceful, refinement, elegance",lKZykWAfeN7rb2zI25dA
要請,ようせい,"Request, claim, demand, application",lKxtWK1DJRcHiisJXo8O
母校,ぼこう,Alma mater,lM7dJ5qWR9xjyUf9dXeo
委託,いたく,"consign, entrust",lMlSGcUQcfkMk8Gu0Leh
強,きょう,Strong,lNTdDFLNei1C5J8gIbW3
本体,ほんたい,"Substance, body, trunk",lQEQ1oe3JIXPfeXSkkOU
とっさに,とっさに,"instantly, immediately",lXc2koOzA7JAgmhLeZxw
自立,じりつ,"independence, self-reliance",lY9ZIyY2VCkDSEMcoKpr
キャッチ,キャッチ,Catch,latnQJEIprcVXLwGVvzG
出題,しゅつだい,Proposing a question,lcAMwVMCiJmomePrPzM7
堪える,たえる,"bear, endure, put up with",lcpmr8ik2cuKoOqzF0We
観覧,かんらん,Viewing,leg1ftEm3XZTtlkF0fLK
凌ぐ,しのぐ,"Surpass, endure",lhB4Ln0igzVS2DK77RT8
忠告,ちゅうこく,"Advice, warning",lhGCtTEAizwhzlUCbP1y
掌,てのひら,palm,lhkd1hhZjken0YfaDEH9
お袋,おふくろ,Mother,lj5hNUXn5gbAzrb7udbY
許容,きょよう,"Permission, pardon",ljbwxqL7tuKUAP4OsdcS
案じる,あんじる,"be anxious, ponder",ljff3h201B6AR9C5mX9z
古代,こだい,Ancient times,lk5jQg9UnRqSewZUTnqa
一息,ひといき,"A breath, a pause, an effort",lkixKowgveSIGw29oc25
破損,はそん,damage,lmmbBeUuxQVUVnTDLEOn
待望,たいぼう,long-awaited,lnQsCyk4J7MoIaCMQKBK
起点,きてん,Starting point,loHJGfkETr2X7f613a6w
朽ちる,くちる,rot,lp5kfT7bIK053emCPvtW
踏み込む,ふみこむ,step into,lrlgbThZvJSX40ZrCwwr
細菌,さいきん,bacterium,ls1BGFzr2kTP5pTn9eP2
議決,ぎけつ,"Resolution, decision, vote",ls1iB1ozOj1V8R0qzGxZ
地主,じぬし,Landlord,lsp9O7oPcbTuxzFQf3Dt
そらす,そらす,"bend, warp",lsqc3Pu8GaYuRF5pVSUc
産婦人科,さんふじんか,Obstetrics and Gynecology Department,lxkKCWJSE4wjpMyTKkx4
現行,げんこう,"current, present, in operation",ly9Uj7CMlRzbzH6aPi5W
ハンガー,ハンガー,Hanger,lzLyzm5WlxydPq1x5shh
教職,きょうしょく,Teaching profession,m0VbRjQWTV8jKIjAEp3o
運営,うんえい,"management, administration, operation",m1NoyXmS1kX5dphajISl
取り調べる,とりしらべる,"investigate, examine",m1eXocCghvkAepeCm1BA
妥協,だきょう,Compromise,m2mRLztxQv9OE8qUwqqp
優越,ゆうえつ,"Supremacy, predominance",m4RNv35FQbrqXYmTQ0yY
否決,ひけつ,"rejection, negation, voting down",m4bUeAck5vxYXdrdIeha
源,みなもと,"Source, origin",m4ifsRr6fAFC7YFThXPi
刑罰,けいばつ,"Penalty, punishment",m5RHLtYkge57cAZZXFhg
特集,とくしゅう,Feature,m9CQAKO976b8ja5ALLYe
目下,もっか,"at present, now",m9EGGW8Buwq6t8w51z4D
恵む,めぐむ,"Bless, show mercy to",m9SZkEXS0WHR9JR5Qq2W
論理,ろんり,Logic,m9pkDBRzoqgMpa5FUZji
あせる (こえが～),あせる (こえが～),fade,mAGmZ3Uqs0WgWkf8mmtU
～営,～えい,-operated,mBiqeh3q3esBh83FLXsk
基金,ききん,"Fund, Foundation",mDUXJp9ca5NKlnKAEtQs
討論,とうろん,"Discussion, debate",mEYvAcwo3V0o6UBnPbou
様式,ようしき,"Style, form, pattern",mHgSVY0XKLbqFAFmjGam
結晶,けっしょう,crystal,mKLBofDEvuqWYtFXMkLN
争い,あらそい,"Dispute, quarrel, conflict",mKj1eOrRUZBZQESSRzWs
最善,さいぜん,The very best,mMuceX7mrFO1gqNdC5aS
受け止める,うけとめる,"Catch, react to, take",mNzA4Hhp9SHgcPrAzpQl
確信,かくしん,"Conviction, confidence",mUTLwm33WlB4YmEvEsyM
発生,はっせい,"outbreak, occurrence, spring forth",mUqzhY7ts3M4rcq7Ee4j
重宝,ちょうほう,"Handy, useful",mV1euW08HK6q7Vuu3HGa
敬具,けいぐ,Sincerely,mVZB4yMqyDpv04INXsfE
若干,じゃっかん,"some, a few",mVnvkfbKW4PViDJK62Fe
窮屈,きゅうくつ,"Cramped, tight, formal",mVuo07IX4G0iHJOlM7uN
海流,かいりゅう,Ocean current,mWshdFZ5ejmzSANB5Bzv
解ける,ほどける,"come untied, come apart",mX6LmdcPYyOWp8xXSDIT
信者,しんじゃ,"believer, devotee",mcdQBWHsO35KPAB3bAym
意向,いこう,"intention, idea, inclination",mcyubFfSyWfo5UegahHC
譲歩,じょうほ,Concession,meb72LPJHsEFfgjOFfzY
残酷,ざんこく,"Cruelty, harshness",mfeIc4Fu7PtmYs4g2kvZ
ストロー,ストロー,Straw,mhImBEF1952JXvvcMsk1
左利き,ひだりきき,"left-handed person, sake drinker",mi2oXnE18TxwjSP6eyD6
行き違い,いきちがい,misunderstanding,miG939rRolAUU1HLnQ58
著しい,いちじるしい,"remarkable, considerable",mkkqiAw8nL4GQ0HfbzKS
なるたけ,なるたけ,As much as possible,mmJfda01L1zNCL8wa0sO
生かす,いかす,Keep alive; make use of,mmqMR4Pb45Ej03sKME4I
粉末,ふんまつ,Fine powder,mnhnBzT2ZZB77igQ72Gh
当選,とうせん,"Election, winning a prize",mrFdIkrci73yHbytOFAI
介抱,かいほう,"nursing, looking after",mtEXSGRPjdNtEhDMoP0d
動力,どうりょく,"Power motive power, dynamic force",mxmMcv84IvmPBE49CoeY
世辞,せじ,"flattery, compliment",mzPranoSLaUhbg6ZUqEA
人材,じんざい,"Talent, Human resource",n0LZyFffrSX8PQTW7Wmj
単独,たんどく,"sole, single",n1l7KxpugeZKyLypiJOS
組み合わせる,くみあわせる,"Combine, join together",n2fZEzmwmlaJs9ZCDose
濯ぐ,ゆすぐ,"Rinse, wash out",n4nM2yyDDwCvynfDPt5N
側面,そくめん,"side, sidelight, lateral",n6D7FnB8TpHUNwo2Ztiy
ほとり,ほとり,Vicinity of a lake or river,n7wEGpSGlHqMXOUAdEbH
足し算,たしざん,Addition,n8CVoiTnd3v3OiBVqQSv
微量,びりょう,"Minuscule amount, extremely small quantity",n8Z9IQgJBNSUHe3pJ3te
樹木,じゅもく,"Trees and shrubs, arbor",nATYfHSeeXpuXiDqfN9X
原型,げんけい,"Prototype, Model, Archetype",nATwpcIlQQZnuxpW0GXA
危ぶむ,あやぶむ,"fear, have misgivings, be doubtful",nAe4JzSjMdr8yq7ypWn3
捜索,そうさく,search,nDsddyNn6SdncJ96cfbp
拡散,かくさん,"Scattering, diffusion",nFRj5C4NOMTflUTxXcGy
生温い,なまぬるい,"Lukewarm, halfhearted",nGikQe4RC6qhKO2VJnkz
申し分,もうしぶん,No shortcomings,nIk6Xwx6lT2tvjzo7Pqk
月賦,げっぷ,Monthly installment,nLuFHQKx1ZeD3MK3DYHP
剥げる,はげる,"Peel off, wear off, fade",nLveQysnoqy0keHfkEhn
回覧,かいらん,Circulation,nMQTFnPEjMwh6Pe795iD
誠に,まことに,"Indeed, really",nMqlMyg2qnjwh55UgPa1
厳密,げんみつ,"Strict, close",nMrADXCLwfGsAryWcj6u
消息,しょうそく,"News, letter, or circumstances",nO1WsRs4SoyRDpxkOu6j
犯す,おかす,"perpetrate, violate",nPrf5STwwgZI4iY0uR4i
発育,はついく,"growth, development",nRl9qLADrmHttytZsNdg
かつて,かつて,"Once, formerly",nVw7JgwKb5L6Xl57fXzY
悩み,なやみ,"Trouble, worry, distress",nXX0xd92937aIKpV7GzY
とげ (をさす),とげ (をさす),Thorn (to pierce),nYa0mOqKfaGKonUrE8x6
俺,おれ,I,naUMfnsvAn5CkbbLZK50
畜生,ちくしょう,"Beast, brute, damn",nbPMeqw6eXDKPIgvgOBi
切開,せっかい,"Incision, cut",neANiUJ6e5do0sPYoHQG
辞職,じしょく,Resignation,nejHZaBjxe24FZnDgPCN
サイクル,サイクル,Cycle,nf69GvFsGdcwf67pgjVh
登校,とうこう,going to school,ngr6Eehf22mHvtsffD6g
圧倒,あっとう,Overwhelming,nhXk7Ma1kGFp4iDEBIY7
畜産,ちくさん,Animal husbandry,nmT2dlWelmn3x2MAeqOj
竿,さお,pole,nnljwrAP3x7L2ID529pn
経費,けいひ,"expenses, cost, outlay",np1MFEFs3cASf5kBBVBG
崩壊,ほうかい,"collapse, decay",npcp8Y1CYAuw31XXOogC
おっかない,おっかない,Scary,nqudQAmLhffKB84BD2Ed
接触,せっしょく,Contact,nsjGfCHFD4wqJWhDVZ00
束縛,そくばく,"restraint, restriction, confinement",nvQthsCkTqTVkg8lO9Uh
名誉,めいよ,"honor, credit, prestige",nvYR00NT4YFiyACrOD0U
試みる,こころみる,"Try, Test",nx9ewFgyuWh1Q36tzK85
しかしながら,しかしながら,"However, nevertheless",o1B3UqKV7G2qpfVlfqnO
軸,じく,"Axis, Stem, Shaft",o1fcgJKknBEGsUpVzcyD
移住,いじゅう,"Migration, Immigration",o5QpCz33vdYH4qK1l0ND
担架,たんか,stretcher,o6TLiufNw32mFx8u19gz
とろける,とろける,"melt, be enchanted with",o7LAuQ2DLIA8O4GcOyOI
工作,こうさく,"Handicraft, maneuvering",o8CKZZPdRFkVXx8pJoNb
電源,でんげん,Power source,o8MKNuWWOT4nfvCUUHnz
購入,こうにゅう,Purchase,oAya6q66pHE3Q7v9BdUy
棄権,きけん,"Abstain from voting, renunciation of a right",oC9BXhJ9swb2zSHFgGBF
重複,じゅうふく,"Duplication, repetition, overlapping, redundancy, restoration",oCwqousB89nXzqyQSAbk
破壊,はかい,Destruction,oEaqL0ZqSzyfvMHJgDPv
強烈,きょうれつ,"Intense, severe, strong",oF6YSO0eIx2S2ad0m7jb
写し,うつし,"Copy, duplicate",oH4n02vG43G54gKtOu8H
なにとぞ,なにとぞ,"please, kindly",oIgD9DWUy087jBs4FQmL
縁談,えんだん,Marriage proposal,oLDBaZinwUEa94nXEtZI
うっとうしい,うっとうしい,"Annoying, tiresome",oMQbeBKYTOuqwLLHeVmy
上位,じょうい,"Superior, higher order",oNXHr50Wx9A0IATcRRaY
式場,しきじょう,Ceremonial hall,oNzdlkqpSI9Fxw9TvgVc
抱っこ,だっこ,Hug,oS3LFQWkJr8bNvv2OEUX
かく (はじを),かく (はじを),to lose face,oTYDea7f44G5Db3SBiPz
制約,せいやく,"Constraint, limitation",oTlYXz2Wi7c5OPFrofZQ
年長,ねんちょう,Seniority,oU9IXwgTwj61TetbfXV1
楽譜,がくふ,Sheet music,oUT0tTBvAB1RAJgVbykg
けなす,けなす,speak ill of,oUUqdi59uRRoguhMwMVC
調理,ちょうり,Cooking,oXCyCNRkG4a4GYuUHovG
かろうじて,かろうじて,"barely, narrowly",oaLvwGGgT2juSh74TQW4
察する,さっする,"Sense, guess, judge",obttyrRYCoryX3FS4Lf1
配偶者,はいぐうしゃ,spouse,obvB3toBNdMtjKzb1OV1
出品,しゅっぴん,Exhibit,oc8eLieHxd5ztGfL7HMC
とかく,とかく,"anyhow, anyway, in any case",odrIzxy6PVmJhjBOgk7f
